ID_Membre,Age,Sexe,Moyenne_Lycée,Filiére,Autres_Clubs,Projets_Realisés,Evaluation_Bureau,Soft_Skills,Score_Entretien,Experience_Professionnelle,Indice_Engagement,Cellule,Formations
1201,21,Femme,11.65,GL,3,3,4.5375,4,9,No,1.4955287790138785,Cellule Mobile,"Time and stress management, Flutter"
3419,25,Femme,12.4,BIO,4,2,3.3625,5,4,No,3.23630289207248,Cellule Marketing,"Self Improvement, Content Creation, UI/UX"
3414,25,Homme,16.8,BIO,1,1,3.8375,2,10,No,-0.4945229397660351,Cellule Developpement Commercial,"Self Improvement, Pitching, B2B Sales"
4905,25,Femme,16.4,BIO,0,1,4.7625,9,4,No,0.2385067775581406,Cellule RH,"Self Improvement, Time and stress management"
5210,25,Homme,18.9,CH,4,2,3.15,2,10,No,1.006188591931295,Cellule Marketing,"Self Improvement, Pitching, Content Creation"
4431,22,Femme,14.2,RT,3,5,3.4375,2,10,Yes,0.1765059667604018,Cellule Mobile,"Communication, UI/UX"
2517,25,Homme,19.2,GL,2,0,4.375,7,7,No,2.0865897874729,Cellule Marketing,"Risk Management, Photoshop, Digital Marketing"
1587,25,Homme,11.95,IMI,3,6,3.35,5,9,No,2.240589216400497,Cellule Web,"Leadership, AI/ML"
3160,23,Homme,19.85,RT,1,1,3.575,7,6,Yes,1.7884068862918476,Cellule Developpement Commercial,"Teamwork, B2B Sales"
3210,18,Femme,11.75,IMI,4,8,4.8,2,4,Yes,0.3434931057207437,Cellule Web,"Self Improvement, Git, JavaScript"
2105,25,Femme,19.25,IIA,4,1,4.2125,4,10,No,3.17171791471616,Cellule Qualité,"Risk Management, Quality Control, Lean Management"
2756,22,Femme,18.05,IMI,1,4,4.6125,10,9,No,1.2742473163597223,Cellule RH,"Leadership, Teamwork, Self Improvement"
1225,24,Homme,17.45,BIO,2,2,4.075,5,7,No,1.3211166058492436,Cellule Marketing,"Teamwork, Digital Marketing, Content Creation"
229,25,Homme,12.6,SPORT,0,3,2.9875,3,7,No,0.3803305476490399,Cellule Developpement Commercial,"Self Improvement, Pitching"
2875,21,Femme,14.65,IIA,3,3,3.8,10,5,No,1.456395737830235,Cellule RH,"Teamwork, Communication, Risk Management"
4856,19,Homme,14.25,RT,0,2,3.5,6,10,No,-0.4127158711896515,Cellule Developpement Commercial,"Teamwork, Public Speaking"
4910,24,Homme,10.6,ART,4,0,4.375,2,6,No,1.7675701058009905,Cellule Marketing,"Self Improvement, Pitching, Content Creation"
5122,24,Homme,16.95,CH,1,0,4.6125,9,6,No,1.5778684299800076,Cellule RH,"Communication, Teamwork"
627,22,Homme,10.9,PHILO,0,8,4.1875,3,10,Yes,1.1560220968422907,Cellule Web,"Time and stress management, Web Development, Docker"
18,22,Homme,15.15,ART,3,3,4.6625,2,9,No,1.0623166830390156,Cellule Marketing,"Time and stress management, Digital Marketing"
1703,25,Femme,15.85,BIO,1,1,3.7375,8,6,Yes,3.3196030045136373,Cellule RH,"Communication, Teamwork, Leadership"
5180,20,Femme,13.0,IMI,2,8,4.425,9,10,No,2.50575379127148,Cellule Web,"Leadership, Docker"
2026,22,Femme,19.3,BIO,2,2,3.4125,2,8,No,0.4958201689923285,Cellule Marketing,"Risk Management, Pitching, Photoshop"
444,25,Homme,16.55,MPI,1,0,4.175,6,9,No,0.7619429163386087,Cellule Developpement Commercial,"Teamwork, B2B Sales"
2969,25,Homme,14.35,BIO,2,3,3.225,8,7,Yes,2.072450879622466,Cellule RH,"Communication, Leadership"
38,24,Homme,16.8,CH,4,2,3.1375,6,9,Yes,3.4473177066214484,Cellule Marketing,"Self Improvement, Digital Marketing"
1413,22,Homme,18.6,RT,3,2,3.5125,7,7,Yes,3.4535903433169253,Cellule Marketing,"Time and stress management, Content Creation, Negociations"
2659,25,Femme,11.5,MPI,1,1,4.525,8,9,Yes,2.2665982460968483,Cellule RH,"Self Improvement, Public Speaking, Teamwork"
3849,25,Femme,10.65,IMI,3,6,2.7,4,9,No,0.9811676123912696,Cellule Web,"Teamwork, JavaScript, Web Development"
1394,24,Femme,18.7,GL,3,3,3.6,6,6,Yes,1.996778247067504,Cellule Marketing,"Risk Management, Pitching, Digital Marketing"
2352,20,Femme,19.45,CH,1,6,3.05,9,4,No,1.5537555517475172,Cellule Web,"Leadership, JavaScript"
2878,20,Femme,13.35,RT,4,9,3.525,7,5,No,1.3196956013291057,Cellule Web,"Leadership, Web Development, Python"
3946,18,Homme,12.55,IMI,4,6,4.25,7,5,No,3.861921500713992,Cellule Web,"Communication, JavaScript, Docker"
3350,25,Homme,14.45,IMI,0,9,4.9625,5,10,No,1.176820872139398,Cellule Web,"Communication, Data Science"
1421,21,Homme,15.8,CUISINE,1,3,3.725,10,5,No,1.4477753570026757,Cellule RH,"Leadership, Time and stress management, Communication"
5381,25,Femme,14.8,GL,4,4,3.7375,1,6,No,0.0014324261808587,Cellule Mobile,"Public Speaking, React Native, Flutter"
4274,25,Femme,10.1,RT,2,5,4.5375,10,5,No,2.8887236628250235,Cellule RH,"Self Improvement, Public Speaking, Communication"
626,23,Femme,14.65,ART,4,1,4.7375,8,5,No,2.629614234611804,Cellule RH,"Leadership, Teamwork, Risk Management"
2846,23,Femme,19.45,MPI,0,6,3.575,7,4,Yes,1.277291066404276,Cellule Web,"Risk Management, NestJS, AI/ML"
3692,24,Femme,13.65,RT,2,8,4.5125,5,9,No,2.1555126463422485,Cellule Web,"Public Speaking, Docker, ReactJS"
3796,18,Homme,12.6,MPI,4,1,3.325,8,4,Yes,1.8956833748955912,Cellule RH,"Public Speaking, Risk Management"
89,25,Femme,17.3,CH,3,4,3.825,5,4,No,1.0941299335038113,Cellule Marketing,"Leadership, Content Creation, Pitching"
5209,23,Homme,10.25,GL,1,4,2.5625,9,10,No,3.1889505969673664,Cellule RH,"Communication, Time and stress management, Teamwork"
4216,19,Homme,10.2,CH,2,5,2.6,2,5,No,-0.0212328171307132,Cellule Marketing,"Teamwork, Negociations"
712,24,Homme,11.15,BIO,1,9,2.975,2,9,No,0.0977879396382194,Cellule Web,"Communication, Data Science"
5043,24,Homme,11.35,CH,2,3,4.55,1,10,Yes,0.6168495289467053,Cellule Marketing,"Self Improvement, Digital Marketing"
5193,25,Homme,15.2,IMI,0,9,3.7,4,5,Yes,1.5716987106483449,Cellule Web,"Time and stress management, Docker"
1104,25,Homme,11.7,IIA,0,0,3.775,2,6,No,0.8567532191537839,Cellule Qualité,"Public Speaking, Lean Management"
2403,25,Homme,11.55,BIO,3,4,3.2875,2,7,No,1.1093175992366533,Cellule Marketing,"Communication, Pitching, Negociations"
1449,18,Femme,15.3,SPORT,2,6,4.1375,7,6,No,3.150267395898296,Cellule Web,"Public Speaking, Git, Data Science"
145,22,Homme,15.15,IIA,3,3,4.6625,2,9,No,0.2189434595917374,Cellule Qualité,"Time and stress management, RSE"
3521,18,Homme,17.65,IMI,4,6,2.9375,2,7,Yes,1.8956244887470952,Cellule Web,"Communication, ReactJS, Docker"
1719,18,Homme,10.5,MPI,4,6,4.15,8,9,No,3.0493085956417287,Cellule Web,"Communication, JavaScript"
4090,25,Homme,19.55,MPI,2,5,4.725,9,6,No,-0.4546266629043911,Cellule RH,"Risk Management, Teamwork, Communication"
5204,25,Homme,14.75,IMI,1,5,3.425,4,10,No,-0.3855603730369719,Cellule Qualité,"Leadership, Quality Assurance"
3758,19,Homme,12.75,CUISINE,4,0,2.7375,7,10,Yes,1.606410484405964,Cellule Marketing,"Self Improvement, Content Creation, UI/UX"
4931,25,Femme,15.8,IMI,0,6,2.65,6,5,No,0.0787562599056084,Cellule Web,"Teamwork, Docker"
2496,25,Homme,13.9,BIO,0,5,2.7125,4,6,No,1.7715709509543554,Cellule Qualité,"Teamwork, ISO9001"
4418,24,Femme,12.05,CH,0,9,4.0125,1,5,No,1.285895565831578,Cellule Web,"Communication, Data Science, ReactJS"
486,24,Homme,11.9,RT,1,8,3.85,3,7,No,1.3770408272231216,Cellule Web,"Time and stress management, ReactJS, Git"
4396,25,Femme,13.1,IMI,3,2,3.5375,4,5,No,1.2080975524937947,Cellule Qualité,"Time and stress management, RSE"
2918,25,Homme,15.25,GL,2,5,4.875,1,6,No,1.3112025995249807,Cellule Mobile,"Leadership, Git, NestJS"
3785,25,Homme,17.85,PHILO,0,3,3.1125,3,5,No,1.3241365593144974,Cellule Marketing,"Time and stress management, E-Branding"
2601,18,Homme,15.3,ART,0,6,2.6625,3,6,No,-1.1468956913455548,Cellule Web,"Time and stress management, AI/ML, Docker"
1746,25,Femme,11.4,RT,0,1,2.55,1,8,No,1.1113627221747218,Cellule Mobile,"Leadership, NestJS, Git"
4402,25,Femme,14.05,GL,0,0,4.2375,4,7,No,1.9785126897984229,Cellule Mobile,"Communication, NestJS"
3981,20,Homme,10.55,IMI,3,3,4.575,5,10,No,0.9600968988911353,Cellule Qualité,"Time and stress management, RSE"
1963,25,Femme,17.45,IIA,2,5,4.2125,9,5,No,1.7982933877706029,Cellule RH,"Communication, Time and stress management, Leadership"
3194,19,Femme,13.9,IIA,0,9,4.575,10,7,No,3.669021525289393,Cellule Web,"Communication, JavaScript"
4530,25,Femme,11.7,CH,0,2,2.65,1,7,No,0.0853591644936075,Cellule Developpement Commercial,"Time and stress management, CRM, Pitching"
4240,24,Homme,19.4,MPI,1,2,3.25,5,4,No,2.071796177235661,Cellule Web,"Communication, JavaScript, NestJS"
4383,25,Femme,13.3,IIA,4,7,4.225,1,7,Yes,2.2761691671912327,Cellule Web,"Self Improvement, Web Development"
5483,21,Homme,18.7,CUISINE,3,0,3.8375,6,5,No,3.3337242783361933,Cellule Marketing,"Self Improvement, Digital Marketing, Content Creation"
1243,19,Femme,12.55,IIA,1,7,2.6,5,6,Yes,1.8792914996010883,Cellule Web,"Self Improvement, AI/ML, NestJS"
2276,20,Homme,16.55,RT,3,2,3.1375,7,5,No,3.655572935710348,Cellule Marketing,"Public Speaking, Pitching"
5407,25,Femme,15.25,IIA,4,3,3.9625,10,9,No,4.0584511166566655,Cellule RH,"Leadership, Risk Management, Teamwork"
2441,25,Femme,13.45,IIA,0,9,2.9125,1,5,No,0.930958976376216,Cellule Web,"Leadership, Python, Web Development"
101,25,Femme,13.0,GL,3,5,4.5125,9,9,No,2.137712470759028,Cellule RH,"Communication, Time and stress management, Leadership"
3387,20,Femme,14.25,CH,0,2,2.6875,9,5,No,2.148341739246127,Cellule RH,"Leadership, Time and stress management"
731,22,Femme,10.3,IIA,2,0,3.4625,2,9,No,1.241962271566034,Cellule Qualité,"Public Speaking, Lean Management"
2690,20,Femme,16.6,IIA,0,1,4.6625,8,5,No,0.5841211730100218,Cellule RH,"Self Improvement, Leadership, Communication"
5020,18,Femme,15.95,IMI,4,5,2.6875,1,6,No,2.913449743242131,Cellule Qualité,"Risk Management, ISO9001"
1925,25,Femme,18.65,CUISINE,0,4,4.65,2,7,No,0.3601056162482881,Cellule RH,"Public Speaking, Communication"
4042,25,Homme,10.7,BIO,1,2,4.1,9,6,No,2.307687687163112,Cellule RH,"Leadership, Public Speaking"
1262,18,Femme,12.45,IIA,2,8,4.6625,9,8,No,3.672353500106768,Cellule Web,"Self Improvement, Web Development, AI/ML"
5291,25,Homme,17.55,BIO,1,7,3.4125,10,8,Yes,3.459381043300522,Cellule Web,"Time and stress management, Web Development"
2863,19,Femme,11.6,IMI,3,9,3.9875,6,6,No,3.07554512712236,Cellule Web,"Teamwork, JavaScript, NestJS"
4936,21,Homme,13.95,MPI,2,3,3.6875,6,7,No,4.149075786700758,Cellule Marketing,"Self Improvement, Pitching, Photoshop"
752,23,Femme,13.85,BIO,4,9,2.85,9,4,No,2.9401738564700963,Cellule Web,"Public Speaking, Git, NestJS"
2489,18,Homme,15.4,SPORT,3,6,3.7125,1,7,Yes,1.090817646614861,Cellule Web,"Teamwork, JavaScript"
110,18,Homme,15.2,IMI,0,6,2.65,4,10,No,-0.0963326585920617,Cellule Web,"Leadership, Git, Data Science"
2277,22,Homme,11.65,MPI,0,0,2.6875,2,7,No,0.4589842215895974,Cellule Web,"Teamwork, Data Science"
5124,25,Femme,10.05,CH,2,7,3.6375,4,5,Yes,0.6905589975724533,Cellule Web,"Self Improvement, Data Science, Web Development"
4661,19,Femme,15.2,MPI,1,5,4.875,3,9,Yes,0.1670311008762411,Cellule Web,"Leadership, JavaScript, AI/ML"
4859,21,Femme,13.6,BIO,3,1,4.05,8,10,No,2.8873714806329898,Cellule RH,"Leadership, Communication"
2348,18,Femme,10.8,RT,4,5,4.4625,8,5,No,4.723445794824953,Cellule RH,"Communication, Time and stress management, Self Improvement"
2906,23,Femme,15.2,IMI,4,8,2.5875,6,5,No,2.596240940666721,Cellule Web,"Risk Management, Data Science, Python"
1584,22,Femme,14.65,BIO,1,2,4.6125,10,7,No,2.062988029987372,Cellule RH,"Communication, Risk Management, Public Speaking"
3705,20,Homme,16.15,BIO,2,7,3.525,5,7,Yes,1.39747577293517,Cellule Web,"Teamwork, Python, Docker"
1783,21,Homme,17.9,SPORT,0,0,2.9,8,9,No,0.474412885968031,Cellule RH,"Self Improvement, Public Speaking"
2100,25,Homme,11.6,AGRI,3,6,3.2,5,6,No,2.5445954324151763,Cellule Web,"Public Speaking, NestJS, Web Development"
1700,25,Homme,10.75,MPI,0,5,4.7625,1,8,Yes,3.443092969594733,Cellule RH,"Self Improvement, Time and stress management"
1721,25,Femme,18.35,RT,2,0,2.875,5,9,Yes,2.2188862980231536,Cellule Mobile,"Risk Management, NestJS, Flutter"
4052,25,Homme,14.15,SPORT,4,2,4.9375,4,7,No,1.7275899833963129,Cellule Marketing,"Public Speaking, E-Branding"
3316,25,Homme,15.0,MPI,3,5,3.1875,3,7,No,1.9017117220989408,Cellule Marketing,"Time and stress management, Pitching, Negociations"
4276,21,Homme,15.75,CH,0,2,3.7125,2,6,Yes,-0.832523314768509,Cellule Developpement Commercial,"Teamwork, Public Speaking, Negotiation"
4640,25,Femme,13.2,GL,3,8,4.25,8,9,No,2.93693816974635,Cellule Web,"Teamwork, Data Science, Web Development"
2132,21,Femme,18.25,CH,0,9,3.0375,9,7,No,0.4271405485189361,Cellule Web,"Leadership, ReactJS"
2896,21,Homme,13.45,BIO,3,4,3.1125,3,6,No,2.4960476858058165,Cellule Marketing,"Risk Management, Content Creation, Pitching"
3490,25,Homme,12.15,RT,2,8,4.975,2,9,No,0.7865528482881528,Cellule Web,"Teamwork, NestJS, JavaScript"
4777,22,Homme,19.2,CH,1,6,3.45,7,4,Yes,1.1243621737622262,Cellule Web,"Self Improvement, Python, JavaScript"
2304,21,Femme,19.0,GL,0,0,4.125,1,7,No,-1.2301413779606327,Cellule Mobile,"Risk Management, UI/UX, Docker"
1787,22,Homme,18.35,ART,2,6,4.125,4,7,No,1.4134503646192929,Cellule Web,"Self Improvement, Data Science"
309,20,Femme,17.1,IIA,0,8,4.25,5,8,Yes,-0.4720370730267915,Cellule Web,"Time and stress management, Python, AI/ML"
5413,24,Homme,11.45,GL,0,1,4.2625,3,8,No,-0.2082982853551513,Cellule Mobile,"Teamwork, React Native, Git"
4862,22,Homme,10.85,CH,1,9,3.55,6,5,Yes,2.1815006973726248,Cellule Web,"Communication, Python"
3660,25,Femme,14.4,GL,1,3,3.9,7,7,Yes,1.032810915222495,Cellule Developpement Commercial,"Communication, Public Speaking, Negotiation"
3976,25,Homme,18.45,ART,4,9,3.825,1,10,Yes,1.6138087939410632,Cellule Web,"Public Speaking, ReactJS"
2370,19,Homme,13.35,AGRI,0,6,2.7625,6,10,No,1.3494560896633097,Cellule Web,"Risk Management, Git, Python"
2278,20,Femme,19.85,ART,2,4,3.4875,10,5,No,2.6313958655327765,Cellule RH,"Risk Management, Public Speaking, Time and stress management"
1818,22,Femme,15.8,CH,2,2,4.275,6,6,No,2.464927162301741,Cellule Marketing,"Public Speaking, Content Creation"
5088,19,Homme,18.6,RT,3,1,3.9,9,9,No,1.869555593443435,Cellule RH,"Public Speaking, Communication, Self Improvement"
2196,19,Homme,10.1,IIA,2,1,3.6625,9,9,Yes,0.9760428475498548,Cellule RH,"Risk Management, Teamwork, Communication"
234,25,Femme,13.05,RT,3,4,4.6,5,4,No,3.073124637586641,Cellule Mobile,"Leadership, UI/UX, Git"
4249,25,Femme,16.9,BIO,0,8,4.3625,1,6,Yes,0.7387559924463691,Cellule Web,"Self Improvement, JavaScript, ReactJS"
2419,25,Femme,16.55,RT,1,3,4.625,9,6,No,1.835343166762044,Cellule RH,"Teamwork, Communication"
3801,19,Femme,18.25,MPI,0,4,3.4375,4,6,No,2.036093175210437,Cellule Mobile,"Public Speaking, Docker"
764,24,Homme,17.15,CH,3,5,4.0875,4,6,Yes,1.138157900648301,Cellule Marketing,"Communication, UI/UX, Negociations"
3754,22,Homme,11.75,IMI,2,2,3.7625,10,9,No,2.4659828333270823,Cellule RH,"Self Improvement, Risk Management, Teamwork"
4617,18,Femme,11.0,PHILO,2,1,3.6,7,9,No,1.1813949733399214,Cellule Marketing,"Public Speaking, Photoshop, UI/UX"
4569,25,Homme,11.25,MPI,2,9,4.3375,5,9,No,-0.0624919880356742,Cellule Web,"Public Speaking, ReactJS, Git"
1545,25,Homme,10.05,RT,0,2,4.1875,6,9,No,1.8256673477650065,Cellule Developpement Commercial,"Self Improvement, Public Speaking"
4425,18,Femme,13.7,IIA,4,1,2.7875,2,9,Yes,2.2218099622171965,Cellule Qualité,"Time and stress management, ISO9001, Quality Control"
4217,25,Femme,18.15,AGRI,3,3,4.975,7,9,Yes,0.4792397221979836,Cellule Marketing,"Public Speaking, E-Branding, UI/UX"
45,22,Femme,16.15,ART,2,5,3.7625,6,6,Yes,3.388940328444084,Cellule Marketing,"Risk Management, UI/UX"
3701,25,Femme,18.15,PHILO,2,6,3.925,7,6,No,1.6266315749969156,Cellule Web,"Public Speaking, Git, ReactJS"
4982,22,Homme,14.15,IIA,0,3,3.5125,4,7,No,0.9846338585323042,Cellule Qualité,"Time and stress management, ISO9001, Lean Management"
439,25,Homme,15.3,CH,4,2,4.125,3,9,No,1.5151245066303292,Cellule Marketing,"Self Improvement, Pitching"
1551,24,Homme,14.25,RT,2,2,3.1375,1,8,No,1.000569197230943,Cellule Mobile,"Time and stress management, UI/UX, Flutter"
4166,23,Homme,19.75,IMI,2,1,3.05,7,4,No,2.498221748496785,Cellule Qualité,"Public Speaking, Quality Assurance, Lean Management"
1085,25,Femme,14.3,MPI,0,5,3.125,2,7,Yes,0.4176132519336573,Cellule Qualité,"Leadership, ISO9001, Lean Management"
1486,25,Femme,14.25,RT,0,9,4.9875,10,4,Yes,2.2522403964266773,Cellule Web,"Self Improvement, Docker"
1966,18,Femme,12.0,PHILO,0,5,4.9125,8,9,Yes,1.6460792216331517,Cellule RH,"Public Speaking, Time and stress management"
4103,25,Homme,18.65,CH,1,0,4.1625,1,9,No,-0.1006386899188049,Cellule Developpement Commercial,"Leadership, Pitching"
2997,22,Femme,10.35,GL,1,8,3.2625,10,4,No,2.583287871546142,Cellule Web,"Public Speaking, Web Development, ReactJS"
2073,18,Femme,18.35,BIO,3,9,3.5875,2,8,Yes,2.546891715534719,Cellule Web,"Communication, Web Development, ReactJS"
150,25,Homme,16.15,BIO,4,1,3.775,5,5,No,0.7847328080758127,Cellule Marketing,"Communication, Pitching"
587,25,Homme,18.9,CH,1,9,4.7625,7,6,No,1.7858930062933305,Cellule Web,"Time and stress management, AI/ML, Data Science"
5156,25,Homme,15.85,MPI,0,6,3.05,6,6,Yes,0.8154444557701748,Cellule Web,"Leadership, Data Science"
438,22,Femme,14.3,MPI,4,4,4.95,2,6,No,0.7485935657396865,Cellule Marketing,"Risk Management, Content Creation, UI/UX"
13,25,Homme,11.35,IMI,1,2,3.025,9,7,No,2.59799829124545,Cellule RH,"Communication, Public Speaking"
94,24,Femme,16.8,GL,2,9,4.325,1,6,No,-0.6055630538562866,Cellule Web,"Communication, Web Development, Docker"
3929,22,Femme,10.9,IMI,3,6,4.3,4,6,Yes,2.213267433113356,Cellule Web,"Leadership, Docker, AI/ML"
184,20,Femme,14.4,MPI,3,4,3.475,6,10,No,0.651915658502676,Cellule Marketing,"Public Speaking, E-Branding, UI/UX"
2727,19,Femme,16.25,RT,1,8,3.05,4,7,Yes,0.9418461556276798,Cellule Web,"Communication, Data Science, Git"
643,25,Femme,10.75,GL,1,7,2.6875,10,6,No,2.764369863546574,Cellule Web,"Time and stress management, NestJS"
4287,25,Femme,14.15,IMI,1,5,4.25,9,5,Yes,3.679572145730712,Cellule RH,"Time and stress management, Leadership"
4254,20,Homme,10.9,CH,1,8,2.775,8,7,No,2.3763577693562192,Cellule Web,"Public Speaking, Docker, AI/ML"
3227,21,Homme,17.9,GL,0,0,2.9,8,9,No,3.229166364900945,Cellule RH,"Self Improvement, Time and stress management"
5109,22,Femme,13.05,PHILO,0,1,4.6125,6,7,No,2.818787639660868,Cellule Developpement Commercial,"Self Improvement, Pitching, Negotiation"
5457,20,Homme,12.85,IMI,2,6,4.75,8,7,Yes,1.8149781882871363,Cellule Web,"Public Speaking, NestJS, AI/ML"
4248,19,Homme,16.95,IIA,1,7,3.6,10,7,No,0.7688924974442777,Cellule Web,"Leadership, NestJS, Git"
3871,23,Homme,16.2,GL,2,8,4.775,10,5,No,2.4887739386513,Cellule Web,"Leadership, Docker, Git"
3195,20,Femme,19.55,BIO,0,0,4.0625,3,8,No,-0.896529255090079,Cellule Mobile,"Self Improvement, Docker, Flutter"
3941,21,Femme,12.95,RT,2,7,3.3875,9,7,Yes,1.7242919208383882,Cellule Web,"Communication, Git"
3983,23,Femme,13.75,RT,4,4,3.9,2,6,Yes,1.1480506280881224,Cellule Mobile,"Teamwork, NestJS"
749,24,Femme,14.9,BIO,4,7,2.75,8,10,No,3.696839315865532,Cellule Web,"Public Speaking, JavaScript, AI/ML"
4324,25,Homme,11.95,GL,4,4,3.225,8,5,No,4.089752754082745,Cellule RH,"Leadership, Teamwork, Risk Management"
1814,25,Femme,14.55,RT,2,5,2.6625,7,7,No,2.717542255795962,Cellule Marketing,"Leadership, Digital Marketing"
654,23,Homme,13.5,BIO,4,2,3.625,6,8,No,1.8183190860513565,Cellule Marketing,"Self Improvement, Digital Marketing"
430,25,Femme,10.7,MPI,1,3,3.1875,4,6,Yes,2.714778790709852,Cellule Marketing,"Public Speaking, E-Branding, Photoshop"
4265,24,Femme,16.55,RT,1,3,3.225,2,8,Yes,-1.7932708203300776,Cellule Mobile,"Leadership, Git"
2573,25,Femme,19.45,IIA,3,8,3.0,8,7,No,2.925457561784965,Cellule Web,"Self Improvement, ReactJS"
1756,18,Femme,15.3,MPI,0,8,4.325,2,8,Yes,3.4768603701805034,Cellule Web,"Time and stress management, Web Development"
5184,21,Homme,17.15,RT,3,3,4.5375,10,9,No,3.601172742310898,Cellule RH,"Self Improvement, Communication"
3528,25,Femme,11.5,MPI,4,1,3.925,2,5,No,2.448174212666668,Cellule Marketing,"Risk Management, Content Creation, Negociations"
1850,23,Homme,19.7,MPI,3,7,2.625,8,6,No,2.8883120054234497,Cellule Web,"Leadership, Docker, Data Science"
1407,25,Homme,12.6,RT,0,6,3.375,8,8,No,1.0469101830858678,Cellule Web,"Time and stress management, ReactJS, Git"
2081,20,Homme,13.8,AGRI,0,6,3.0125,2,5,No,0.0175476023307097,Cellule Web,"Time and stress management, Web Development"
260,20,Homme,10.2,PHILO,0,0,4.5375,3,5,No,0.4714537067480432,Cellule Mobile,"Leadership, Flutter"
64,25,Homme,11.9,GL,4,5,4.1125,3,6,Yes,1.80855608082435,Cellule Mobile,"Risk Management, Flutter"
2514,20,Femme,17.3,MPI,0,5,2.55,1,8,Yes,0.5215932113392385,Cellule Qualité,"Time and stress management, ISO9001"
